# Time (seconds), Duration (seconds), f0, f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28, f29
0.66, 0.0319375, 0.530509, 0.376599, -0.0104223, -0.605847, -0.962462, -0.121358, 0.114928, 0.807246, 0.594065, 0.440163, 0.447598, 0.346726, 1.06299, 0.701707, -0.117812, 0.583534, -0.229643, 0.229311, -0.0650389, -0.535603, -0.695992, -0.697221, -1.12029, -1.18549, -0.963939, -0.700105, -0.85895, -1.15738, -1.48482, -1.79933
0.68, 0.0319375, 0.235765, 0.00465963, -0.723011, -1.06129, -0.092981, -0.0458686, 0.312029, 0.630012, 1.15811, 1.31453, 0.72979, -0.576762, 0.40996, 0.797897, 0.771052, 0.700841, 0.510363, 0.16086, -0.206241, -0.615441, -0.527558, -0.385971, -0.44246, -0.669435, -0.66898, -0.874447, -0.658676, -1.4458, -1.5109, -1.9075
0.7, 0.0319375, -0.219539, -0.13463, -1.20039, -0.597049, -0.676232, -0.394009, -0.214491, 0.591913, 0.560308, 1.06752, 0.493115, 0.485008, 0.328859, 0.473914, 0.331176, 0.168491, 0.0811086, 0.331929, 0.0730103, -0.0711093, -0.327542, -0.79761, -0.829413, -0.970294, -1.03644, -0.715872, -1.01739, -1.2391, -1.3964, -2.27503
0.72, 0.0319375, 0.241816, 0.0162788, -0.00731034, -0.0546342, -0.0992596, -0.428215, 0.132412, 0.464307, 0.62533, 0.83138, 0.996642, 1.00985, 0.881719, 0.513486, 0.158072, 0.897434, 0.351553, 0.0530841, -0.0888553, -0.132898, -0.135176, -0.881784, -0.997397, -0.896063, -0.649389, -0.686619, -0.783032, -1.33578, -1.99985, -1.86411
0.74, 0.0319375, 0.0954909, 0.299845, 0.388431, 0.0124458, 0.301955, -0.245929, 0.400576, 0.37712, 1.02543, 0.711659, -0.168275, 0.088035, 0.729467, 0.715332, 0.115495, 0.392106, 0.477408, -0.217604, -0.485204, -0.387917, -0.586379, -0.606593, -1.12173, -1.07341, -0.678387, -0.876984, -1.53999, -1.35233, -1.57164, -2.04067
0.76, 0.0319375, 0.0597689, -0.245987, -0.293002, -0.241291, -0.366141, 0.0617719, -0.321206, 0.246076, 0.543733, 1.04701, 0.839331, 0.818685, 0.689607, 0.186112, 0.219571, 0.576919, 0.547671, 0.391945, -0.353205, -0.39372, -0.580731, -0.620463, -0.697218, -0.904687, -0.644161, -0.704565, -0.893519, -1.33666, -1.46273, -1.69256
0.78, 0.0319375, 0.229159, -0.0751083, -0.170777, -0.0884519, 0.265514, 0.531724, 0.460017, 0.708315, 0.782891, 1.28846, 1.13995, 0.872291, 0.596089, 0.636572, 0.853176, 0.416911, 0.591925, 0.474448, -0.169153, -0.191643, -0.494262, -0.683765, -0.92263, -0.70577, -0.783515, -0.889713, -1.0357, -1.42296, -1.74378, -2.08345
0.8, 0.0319375, 0.204365, -0.533109, -0.00212107, 0.0192108, -0.482472, -0.961004, -0.223878, 0.608958, 0.861202, 1.0315, 0.600417, 0.106718, 0.585996, 1.07338, 0.670776, 0.385737, 0.574389, -0.0318076, 0.0207605, -0.297633, -0.404858, -1.13106, -0.907768, -0.722598, -0.884198, -0.718132, -0.788221, -1.11272, -1.70583, -1.92419
0.82, 0.0319375, -0.15207, -0.255169, -0.373646, -0.543935, -0.244159, 0.0116731, -0.375279, 0.20423, 0.485713, 0.307287, 0.66761, 0.511394, 0.579262, -0.150512, 0.314259, -0.173542, -0.169857, -0.302947, -0.373816, -0.597238, -0.679204, -0.860349, -1.08824, -0.967413, -0.835187, -0.685054, -0.952677, -0.981795, -1.62228, -1.76075
0.84, 0.0319375, 0.520698, 0.732292, 0.350766, -0.456537, -0.465184, -0.0774848, 0.202446, 0.52944, 0.519998, 0.617211, 0.225688, 0.635932, 0.549793, 0.670396, 0.361005, 0.448918, 0.443223, -0.00251627, -0.0209414, 0.0548869, -0.580404, -0.422754, -0.871052, -0.813179, -0.622716, -1.042, -1.13071, -1.36463, -1.98353, -1.89157
0.86, 0.0319375, 0.187987, 0.254886, 0.524405, 0.0873178, 0.322882, 0.45379, 0.634263, 0.628671, 1.12177, 0.733315, 0.221269, 0.538056, 0.454982, 0.49894, 0.0968379, -0.0135762, -0.578275, 0.146389, -0.178081, -0.542039, -0.464319, -0.99975, -0.576704, -1.04065, -0.732113, -0.579364, -1.08654, -1.22174, -1.51605, -2.02064
0.88, 0.0319375, -0.171506, 0.0978428, -0.367134, -0.554693, -0.138935, 0.0420521, 0.223738, 0.923156, 1.28552, 0.925764, 0.23644, 0.441628, 0.401797, 0.437346, 0.476337, 0.560065, 0.332339, 0.0676889, 0.0252955, -0.350477, -0.384759, -0.695519, -1.06613, -0.754147, -0.67323, -1.16367, -1.2258, -1.44877, -1.88425, -1.82298
0.9, 0.0319375, 0.524595, 0.566595, 0.22245, -0.665791, -0.264854, 0.0587828, 0.153505, 0.126519, 1.21685, 0.997226, 0.14612, 0.425886, 0.241008, 0.678241, 0.674986, 0.629867, 0.327213, -0.486412, -0.0575069, -0.817146, -0.654503, -0.706764, -0.999716, -0.858279, -0.528276, -0.771551, -1.40966, -1.43367, -1.56608, -1.79915
0.92, 0.0319375, -0.58024, 0.20607, 0.204181, -0.763506, -0.152645, -0.109824, 0.521274, -0.158058, 0.73019, 0.964917, 0.77064, -0.0964945, 0.29816, -0.0784793, -0.261599, -0.0806341, -0.13846, -0.144031, -0.253607, -0.293435, -0.707635, -0.968121, -0.697613, -0.882031, -0.898052, -1.07889, -1.20129, -1.30664, -1.72839, -1.97723
0.94, 0.0319375, 0.0587955, -0.361331, -0.453263, -0.538851, 0.437417, 0.0738623, 0.158695, 0.250448, 0.539177, 0.925843, 0.276941, 0.68477, 0.589919, 0.382283, 0.402303, 0.422275, 0.494767, 0.13235, -0.0607321, 0.0662966, -0.247533, -0.821362, -0.842217, -0.731534, -0.790466, -0.950709, -0.960636, -1.25566, -1.60986, -2.14336
0.96, 0.0319375, -0.0359797, 0.220233, -0.571778, -0.180344, 0.445531, -0.054571, -0.536653, -0.151097, 0.4455, 0.559409, -0.0295431, 0.447355, 0.198032, 0.182838, 0.722991, 0.698526, 0.518096, -0.0224311, 0.00972521, -0.204429, -0.611181, -0.776504, -0.830586, -1.07063, -0.720417, -1.20335, -1.18538, -1.12969, -1.45481, -1.81797
0.98, 0.0319375, -0.329352, 0.00148901, -0.726288, -0.43125, 0.352634, 0.736639, 0.383054, 0.571235, 0.430919, 0.969232, 0.618134, 0.568566, 0.483795, 0.277473, 0.681651, 0.631626, 0.068306, 0.00514481, -0.234611, -0.705783, -0.605622, -0.52203, -0.613231, -1.09771, -1.12164, -1.11042, -0.938613, -1.36279, -1.76494, -1.82045
1, 0.0319375, 0.55229, 0.405353, -0.471314, 0.0700614, 0.0445771, 0.33079, 0.13428, 0.734308, 0.476284, -0.0287569, 0.0544036, 0.677085, 0.333773, -0.279327, 0.372588, -0.0408667, -0.0451629, -0.0935244, -0.208798, -0.704301, -0.860483, -0.723154, -0.594351, -1.02965, -0.82854, -0.896995, -0.986405, -1.40281, -1.60315, -2.01938
1.02, 0.0319375, -0.186419, 0.0327546, -0.180499, -0.680462, -0.559913, -0.304141, 0.215812, 0.162402, 0.800032, 0.839857, 0.43315, 0.567635, 0.459591, 0.527429, 0.541533, 0.377167, 0.0127065, -0.228526, -0.0720047, -0.302336, -0.743078, -0.664747, -1.06774, -1.12308, -0.966895, -0.972352, -1.11266, -1.33287, -1.63015, -1.68033
1.04, 0.0319375, -0.129157, 0.569341, -0.161717, 0.117348, -0.317699, -0.641804, -0.299083, 0.221748, 0.303145, 0.437523, 0.195768, 0.553644, 0.894961, 0.610732, 0.52431, 0.0784403, 0.0643934, 0.124415, 0.198844, -0.33739, -0.71656, -0.853852, -0.762873, -1.00626, -0.892288, -0.88187, -1.34463, -1.52584, -1.47006, -1.8358
1.06, 0.0319376, 0.0942452, -0.674962, -0.758726, -0.765199, 0.0218313, -0.380919, 0.428239, 0.421759, 0.297358, 0.570358, 0.0778195, 0.614825, 0.331487, 0.20288, 0.123201, 0.428315, 0.331076, 0.329914, 0.0269353, -0.395499, -0.445244, -0.666443, -0.933602, -0.850322, -0.972963, -0.850713, -0.819281, -1.3028, -1.78873, -1.90215
1.08, 0.0319375, 0.248005, 0.362133, -0.360645, -0.869093, -0.363854, 0.304222, -0.0975471, -0.114669, 0.623394, 0.569998, 0.608643, 0.536282, 0.698379, 0.238852, 0.337294, 0.515962, 0.0952696, -0.0526719, -0.344539, -0.800347, -0.858823, -1.01582, -1.09613, -0.810359, -0.837314, -0.671499, -1.12035, -1.56002, -1.4962, -2.15024
1.1, 0.0319375, 0.540965, 0.400434, -0.852133, -0.420763, 0.0682539, 0.223789, -0.0407759, -0.0767413, 1.03269, 1.14867, 0.127117, -0.225763, 0.403879, 0.677678, 0.422312, 0.537858, 0.122972, -0.277897, -0.174445, -0.977267, -1.07002, -1.02531, -0.943152, -1.24234, -1.19526, -1.24632, -1.33216, -1.27095, -1.54829, -2.01441
1.12, 0.0319375, -0.367598, -0.770234, -0.548225, -0.656994, -0.0264729, -0.117705, 0.0493499, 1.0216, 0.762387, 0.779298, -0.0991395, -0.00307095, 0.463713, 0.536654, 0.35912, 0.195245, 0.0921183, -0.00987225, -0.0724721, -0.690447, -0.674076, -1.01825, -1.4209, -1.12129, -0.938315, -1.18679, -0.911996, -1.33814, -2.36523, -2.13737
1.14, 0.0319375, 0.323906, 0.286203, -0.47234, -0.180762, 0.492058, 0.269756, -0.504919, 0.00422929, 0.645366, 0.292882, 0.150454, 0.422987, 0.237272, 0.222294, 0.336162, 0.0463354, 0.308575, 0.193504, 0.186923, -0.312575, -0.438982, -0.599735, -0.841085, -1.37939, -1.20113, -1.15423, -1.28777, -1.68422, -1.84265, -2.41229
1.16, 0.0319375, 0.322477, 0.368581, -0.025472, -0.559785, -0.112805, 0.15681, -0.314545, 0.5468, 0.734392, 0.751124, 0.0406758, -0.460902, -0.594614, -0.376895, -0.118089, 0.408398, 0.0438082, -0.121173, -0.446728, -0.505449, -0.333012, -0.620351, -0.66198, -0.949767, -1.22911, -1.13347, -1.26106, -1.66403, -2.0601, -1.82376
1.18, 0.0319376, 0.254546, -0.0157225, -0.362265, -0.332532, -0.862822, -0.458021, -0.45482, 0.286709, 0.546344, 0.80482, 0.430446, -0.244077, 0.102047, 0.29259, 0.825029, 0.477751, -0.0360484, 0.140632, 0.00957126, -0.534, -0.697791, -0.86732, -1.12916, -0.868757, -1.07606, -1.13059, -1.60248, -1.53539, -2.0511, -2.33236
1.2, 0.0319375, 0.572296, 0.0591965, 0.148252, -0.418605, 0.169698, 0.0663297, -0.0588493, 0.651982, 0.654949, 0.523203, 0.469855, 0.199383, -0.153325, 0.685465, 0.125387, 0.557009, 0.251989, -0.357006, -0.14924, -0.405664, -0.660419, -0.867491, -0.780895, -0.753921, -1.12804, -0.800881, -1.383, -1.35513, -1.50332, -1.82985
1.22, 0.0319375, -0.669078, -0.901978, -0.375304, -0.993404, -0.420451, -0.3696, -1.08457, 0.441464, 0.690614, 0.781069, 0.496937, 0.263945, 0.675135, 0.422663, 0.489495, 0.396459, 0.295583, -0.0312739, -0.313212, -0.891353, -0.926821, -1.35777, -1.01459, -1.08668, -1.23455, -1.30169, -1.57758, -1.51564, -2.03329, -2.00343
1.24, 0.0319375, -0.255251, -0.105523, -0.0778782, -0.276412, 0.122692, 0.252449, 0.0145293, 0.129643, 0.133391, 0.895919, 0.61882, 0.658343, 0.18656, 0.0659503, 0.18377, 0.235233, 0.237431, -0.322947, -0.72357, -0.583558, -1.32417, -1.20805, -1.21918, -1.27269, -1.15221, -1.24633, -1.30783, -1.36166, -1.68508, -1.68393
1.26, 0.0319375, 0.698206, -0.12932, -0.0757535, -0.0585131, 0.316747, 0.165781, 0.545911, -0.165983, 0.581694, 0.524928, 0.376923, 0.612963, 0.500353, -0.183213, 0.0771497, 0.415365, 0.195399, -0.448349, -0.31932, -0.815053, -0.664196, -0.752754, -1.12352, -0.77451, -1.20978, -1.15113, -1.22587, -1.38927, -1.50015, -1.95036
1.28, 0.0319375, 0.483727, 0.311313, -0.580565, -0.357257, 0.0999132, -0.743196, -0.442147, 0.353561, 0.337356, 0.646947, 0.421614, 0.329393, 0.1266, 0.0529435, 0.0812952, 0.157472, 0.211519, 0.22866, -0.251299, -0.765054, -1.06949, -1.11932, -1.03686, -0.946825, -0.864339, -0.797678, -0.325586, -0.594422, -1.17177, -1.76035
1.3, 0.0319376, 0.109581, 0.589763, 0.314468, 0.186746, 0.0971394, -0.0293944, -0.162445, 0.439661, 0.66038, 0.631691, 0.324055, 0.227483, 0.452446, 0.546689, -0.240284, 0.0311964, -0.0699653, 0.191626, -0.385478, -0.524629, -0.744317, -0.827181, -0.993638, -1.04305, -0.777667, -1.0938, -1.06061, -1.06218, -1.75505, -1.94582
1.32, 0.0319375, -0.816124, -0.209547, -0.492309, 0.417002, -0.0680674, -0.1655, -0.477844, 0.562402, 0.58403, 0.40415, 0.153652, 0.17488, 0.229988, 0.436281, 0.384378, 0.212617, 0.349778, 0.0197947, -0.412413, -0.386115, -0.726265, -1.02529, -0.884068, -1.02474, -0.901776, -0.786426, -1.39599, -1.01737, -1.34375, -1.64811
1.34, 0.0319375, -0.0943011, -0.00842558, -0.556357, -0.222144, -0.407895, -0.978069, -0.0753181, 0.52207, 0.460747, 0.79112, 0.772241, -0.368709, -0.326769, 0.166353, 0.237348, 0.824267, 0.599089, 0.13487, 0.0694025, -0.319639, -0.8002, -0.699, -0.841411, -1.15635, -1.19666, -1.10369, -1.31521, -1.39806, -1.68255, -1.76872
1.36, 0.0319375, 0.423693, 0.0299475, -0.143845, 0.621049, 0.0736757, -0.728058, -0.2929, 0.46666, 0.370575, 0.660439, 0.34768, 0.299322, 0.369713, -0.188959, 0.100352, -0.0102607, -0.0300817, -0.0998973, 0.0561495, -0.560896, -0.905846, -1.0033, -0.919957, -1.36244, -1.30569, -1.36537, -1.46783, -1.68386, -1.86525, -2.30702
1.38, 0.0319375, 0.132852, -0.232837, -1.02625, -0.285484, 0.286875, -0.229072, -0.144617, 0.743639, 0.561442, 0.320871, 0.361235, 0.750681, 0.525325, 0.583095, 0.249624, -0.238117, 0.0406443, -0.111497, -0.0927948, -0.306659, -0.973758, -0.782468, -0.977161, -1.15539, -1.09684, -1.05318, -1.09412, -1.29218, -1.77664, -1.97642
