# Time (seconds), Duration (seconds), f0, f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28, f29
0.78, 0.0319375, -0.563546, -0.0553727, 0.792601, 1.53057, 1.36545, 0.237238, 0.437994, 0.575638, 0.976005, 0.82646, 0.240503, -0.0353253, -0.140427, -0.522265, -0.971154, -0.503558, -1.18217, -0.26108, 0.144684, 0.590159, 0.355702, 0.0189375, -0.0822098, 0.199937, -0.0813539, -0.517763, -0.665848, -0.832397, -0.656497, -1.003
0.8, 0.0319375, -0.111534, -0.0718679, 0.142351, 0.157747, -0.153371, -0.75771, -0.623012, 0.0374506, -0.263654, -0.292164, -0.0731139, -0.105674, -0.761819, -0.811652, -1.14167, -1.14255, -1.1639, -1.19711, -0.795646, -0.255409, -0.305281, -0.940603, -0.299043, -0.670501, -0.865358, -0.970259, -1.09842, -1.2387, -1.10356, -1.11762
0.82, 0.0319375, -0.348828, -0.229714, -0.727625, -0.327295, -0.0350015, -0.148714, -0.59453, -0.165143, -0.425067, -0.512396, 0.00588482, -0.468575, -1.11216, -0.640526, -0.640379, -0.853683, -1.03448, -0.991064, -1.1619, -0.650874, -0.639835, -0.746873, -0.575513, -0.850374, -0.601861, -1.09254, -1.1644, -1.33907, -1.59548, -1.55604
0.84, 0.0319375, -0.476533, -0.280018, -0.680542, -0.861304, -0.846264, -0.815738, -0.684969, -0.79493, -0.712711, -0.43153, -0.809298, -1.39861, -1.14177, -1.60066, -1.68153, -1.36241, -1.60639, -1.51909, -1.35942, -0.859812, -1.20562, -1.43902, -1.1373, -1.0946, -1.12463, -1.26341, -1.80962, -1.532, -1.75247, -1.68942
0.86, 0.0319375, -0.689165, -0.366485, -0.65123, -0.67452, -0.446447, -0.879562, -0.697511, -0.40403, -0.541954, -0.950575, -1.02925, -0.565081, -1.05165, -1.34624, -1.12266, -1.32128, -1.08682, -1.15637, -1.37361, -1.25637, -1.12781, -1.31719, -1.04757, -1.37016, -1.48325, -1.45642, -1.32406, -1.54889, -1.75446, -2.12364
0.88, 0.0319375, -0.0170952, -0.862928, -0.886426, -0.68015, -0.551596, -0.43608, -0.389368, -0.29231, -0.380328, -0.878427, -1.19254, -1.46168, -1.94038, -1.44712, -1.59682, -1.4556, -1.53309, -2.03404, -1.51189, -1.32026, -1.40927, -1.3807, -1.12075, -1.32591, -1.38626, -1.83352, -1.7346, -1.76063, -2.09582, -1.76245
0.9, 0.0319375, -0.696989, 0.141822, 0.160742, 0.18635, -0.218186, -0.391014, -0.593184, -0.528831, -0.462008, -0.77474, -0.81003, -1.46484, -1.51162, -1.63613, -1.63309, -1.61447, -2.1043, -1.74507, -1.45361, -1.20841, -1.17696, -1.77768, -1.38319, -1.13937, -1.17695, -1.69211, -1.69401, -1.83505, -1.75123, -1.80807
0.92, 0.0319375, -0.796119, -0.786491, -0.260387, -0.838555, -0.263728, 0.00327266, -0.503374, -0.0528442, -0.694821, -0.779161, -0.969289, -0.989793, -1.76881, -2.32193, -2.37344, -1.55204, -2.02433, -2.05651, -1.49778, -1.60498, -1.358, -1.49651, -1.40911, -1.22638, -1.30018, -1.58262, -1.67383, -1.56935, -1.70633, -1.73081
0.94, 0.0319375, -1.75923, -1.04306, -1.03364, -0.76135, -0.250772, -0.801883, -0.975021, -0.960354, -0.191855, -0.651049, -0.80767, -1.47421, -1.46791, -1.06954, -1.40766, -1.65256, -1.59718, -1.87766, -1.85385, -1.34107, -1.20139, -1.45528, -1.11817, -0.935109, -1.21174, -1.17903, -1.44006, -1.84473, -1.7862, -1.8803
0.96, 0.0319375, -1.10509, -1.07, -0.862731, -0.365989, -1.22944, -0.266445, -0.178515, -0.202632, -0.406021, -0.402218, -0.761879, -0.965722, -2.10218, -1.50962, -1.60453, -2.10368, -2.15925, -1.8055, -1.45196, -1.37163, -1.48355, -1.34992, -1.29026, -1.49675, -1.47961, -1.33867, -1.32776, -1.60112, -1.58304, -1.5583
